,ID,Section,Gender,State,City,Age (years),Height,Highest_Qualification,Favourite_Subject,Favourite_Colour,Work_Experience,Work_Industry,Hobby,Info_regarding_gim,Workexperience,Top_3_Competitors,Top_3_converts,Experience_Category,Info_0,Info_1,Info_2,Info_3,Info_4,Social_media,Online_search,Advertisement,Coaching,Friends/Family
338,437,PGDM FT Section B,Woman,Rajasthan,Jaipur,23,162.0,BA Hons,Economics,White,1.5833333333333333,Manufacturing,Painting,Friends/Family;,Learning,"IMT Ghaziabad, IMI Delhi & XIMB ","IMI Delhi, Tapmi & Kj Somaiya ",1-2 years,Friends/Family,,,,,0,0,0,0,1
339,442,PGDM FT Section B,Man,Punjab,Amritsar,23,175.0,Bachelors in business administration,Finance,Charcoal grey,0.0,,Playing guitar,Friends/Family;Social media;,Networking,"IMT, XIMB, IIMs","GLIM , TAPMI , IMT",0 years,Friends/Family,Social media,,,,1,0,0,0,1
340,445,PGDM FT Section B,Woman,Telangana,Hyderabad,21,168.0,BSc,Economics,Black,0.0,,Dance,Online search;,Deep understanding of finance,"Tapmi, Great lakes, Imi","Great Lakes, FORE",0 years,Online_search,,,,,0,1,0,0,0
341,446,PGDM FT Section B,Man,Karnataka,Mangalore,25,178.0,B.Tech,Analytics,White,3.0,IT,Reading Books,Social media;,Opportunities to hone area of interest,"XIMB, TAPMI, IMI",XIMB,2-5 years,Social media,,,,,1,0,0,0,0
342,447,PGDM FT Section B,Man,Haryana,Gurugram,22,5.11,Graduation (Bcom hons),Marketing,Green,7.0,Audit,Playing cricket,Friends/Family;,To groom myself and be the best,"Great lakes, TAPMI, IMI",Great lakes,5-7 years,Friends/Family,,,,,0,0,0,0,1
343,448,PGDM FT Section B,Woman,Uttar Pradesh,Jhansi,22,5.1,Bachelors of commerce,Accounts,Blue,0.0,,Art,Online search;Friends/Family;,Good learning,"IMI Delhi, GLIM Chennai, TAPMI",,0 years,Online_search,Friends/Family,,,,0,1,0,0,1
344,458,PGDM FT Section B,Woman,Uttar Pradesh,Mathura,20,162.0,BSc,Accounting,Pink,0.0,,Playing Badminton,Online search;,Placement,"IMT Gaziabad, IMI Delhi, Great Lakes Chennai","Great lakes, kj somaiya, fore delhi",0 years,Online_search,,,,,0,1,0,0,0
345,461,PGDM FT Section C,Man,Goa,Quepem,23,184.0,Graduate,History,Black,0.0,,Gaming,Friends/Family;Social media;,Connections,"Tapmi, XIMB, IMI","MICA, IMI, TAPMI",0 years,Friends/Family,Social media,,,,1,0,0,0,1
346,466,PGDM FT Section C,Man,West Bengal,Chandanagar,21,179.9,Bachelors of Business Administration,Mathematics,Black,0.0,,Graphic Designing,Social media;,Holistic change in myself,"IMT Ghaziabad, IMI Delhi, Tapmi","IMI Delhi, Tapmi, SIBM Bangalore ",0 years,Social media,,,,,1,0,0,0,0
347,478,PGDM FT Section C,Man,Kerala,Muvattupuzha,23,180.0,Bachelors in Technology,Mathematics,Blue,1.5833333333333333,Construction,Basketball,Coaching;,Triumph,"SIBM, SPJAIN",SIBM,1-2 years,Coaching,,,,,0,0,0,1,0
348,482,PGDM FT Section C,Man,Maharashtra,Pune,23,173.0,BTech,Math,Blue,1.9166666666666667,Marketing,Football,Online search;,Package,"IMI,IMT,TAPMI",IMI,1-2 years,Online_search,,,,,0,1,0,0,0
349,487,PGDM FT Section C,Man,Uttar pradesh,Ghaziabad,27,166.0,Btech,Marketing,Olive,3.5,Automobile,Singing,Advertisement;Friends/Family;,Personality development,"Sibm pune, Great lakes C, IMT ghaziabad ",IMT Ghaziabad,2-5 years,Advertisement,Friends/Family,,,,0,0,1,0,1
350,489,PGDM FT Section C,Man,Uttar Pradesh,Noida,27,185.0,Masters,Programming,Blue,2.0,,Chess,,Learning,"IIM, IMT, IMI",,1-2 years,,,,,,0,0,0,0,0
351,491,PGDM FT Section C,Man,Delhi,Delhi,21,186.0,Graduate,Accountancy,Olive,0.0,,Gymming,Social media;Friends/Family;,Growth,IMT GHAZIABAD,"Imi Delhi , iim Bodhgaya , kj Somaiya ",0 years,Social media,Friends/Family,,,,1,0,0,0,1
352,493,PGDM FT Section C,Man,Rajasthan,Jodhpur,24,172.0,B.tech,Maths,Black,1.8333333333333333,Edtech,"Singing , gym",Online search;,Have a good experience,"IIM ahmedabad , IIM bangalore , IIM calcutta",Nil,1-2 years,Online_search,,,,,0,1,0,0,0
353,496,PGDM BIFS,Man,UP,Noida,23,5.11,Graduate,Maths,Black,1.25,Consulting,Exercising,Social media;,Placement,"IMT, IMI, XIMB",,1-2 years,Social media,,,,,1,0,0,0,0
354,499,PGDM BIFS,Man,Abhinav Yadav,Bhopal,21,168.0,Undergraduate,Accountancy,White,0.0,,Political Discussions,Friends/Family;,Learnings,"IMT, IIMK, IIMS","XIM,TAPMI,IMT",0 years,Friends/Family,,,,,0,0,0,0,1
355,500,PGDM BIFS,Woman,Kerala,Kottayam,26,173.0,BCom,Financial markets,Black,3.3,Financial services,Music,Friends/Family;,Upskill,"IIM , NMIMS , XLRI ",TAPMI XIME,2-5 years,Friends/Family,,,,,0,0,0,0,1
356,501,PGDM BIFS,Woman,Uttar Pradesh,Lucknow,22,160.0,B.com,Accounts,Black,0.0,,Dance,coaching;,Growth,"IMI Delhi, Tapmi, Great Lakes","IMI Delhi, Tapmi, Great Lakes",0 years,Coaching,,,,,0,0,0,1,0
357,504,PGDM BIFS,Woman,Kerala,Thrissur,23,147.0,Graduation,Economics,Green,1.0833333333333333,"Mckinsey & Company, Visual graphics department",Coloring picture,Friends/Family;,Excited,"Great lakes. Tapmi, XIMB, Great lakes","Tapmi, Nmims banglore, Great lakes delhi",1-2 years,Friends/Family,,,,,0,0,0,0,1
358,507,PGDM BIFS,Man,Assam,Silchar,26,179.6,CA Finalist,Accountancy,Blue,1.0833333333333333,Retail Power Solution,Community Services and playing Chess,Friends/Family;,Learning,"TAPMI,IMI Delhi, IIM Vizag",,1-2 years,Friends/Family,,,,,0,0,0,0,1
359,514,PGDM BIFS,Man,Andhra Pradesh,Peddapuram,25,6.0,Bachelors in technology,Finance,Black,2.0,Sales - edu tech,Listening to music,Online search;,Networking,Imi,"Tapmi, ",1-2 years,Online_search,,,,,0,1,0,0,0
360,515,PGDM BDA Section B,Woman,ANDHRA PRADESH,TIRUPATI,24,5.4,B.TECH,MATHS,PINK,2.0,ACCENTURE,COOLING,Social media;Friends/Family;,GROWTH,"GREAT LAKES CHENNAI, IMI-D, IMT-G","GREAT LAKES CHENNAI, IIM KASHIPUR BA, SIBM-B",1-2 years,Social media,Friends/Family,,,,1,0,0,0,1
361,518,PGDM BDA Section B,Man,HARYANA,SONIPAT,22,170.0,B.TECH,OOPS,BLACK,0.0,,CRICKET AND GYM,Friends/Family;,"IN GIM, I EXPECT TO DIVE DEEP INTO VARIOUS ASPECTS OF MANAGEMENT, GAINING PRACTICAL KNOWLEDGE.THE NEXT TWO YEARS AT GIM WILL LIKELY TO BE INTENSIVE, ENRICHING AND TRANSFORMATIVE.","IMT G, IMI NEW DELHI, XIMB ",IMI NEW DELHI,0 years,Friends/Family,,,,,0,0,0,0,1
362,520,PGDM BIFS,Man,Maharashtra,Navi Mumbai,25,161.0,Btech,Database,Blue,3.0833333333333335,Technolgy,Dance,Social media;,Learn new skills,"KJ Somaiya, Great Lakes, TAPMI",Great Lakes,2-5 years,Social media,,,,,1,0,0,0,0
363,521,PGDM BIFS,Woman,Karnataka,Bengaluru,22,5.3,Bachelor of Commerce,Mathematics,Blue,0.0,Fresher,Painting,Social media;Online search;,Life-changing,"IMI DELHI, XIMB, BABY IIM's","TAPMI, Fore School of Management, SIDTM",0 years,Social media,Online_search,,,,1,1,0,0,0
364,523,PGDM BDA Section B,Man,Maharashtra,Nashik,22,170.0,Under graduate,Data Structures and Algorithm,Sky Blue,0.0,Fresher,"Dance, Badminton",Friends/Family;,Change,"XIMB, IMT, GLIM","IMT Gaziabad, K J somaiya, FORE",0 years,Friends/Family,,,,,0,0,0,0,1
365,528,PGDM BDA Section B,Woman,Goa,Vasco da Gama,25,5.2,B.E,Maths,Blue,3.0,IFB Industries Ltd,Gardening,Online search;,Placement,"IIM kashipur , MDI ,Great Lakes ","MDI, IIM Kashipur, NMIMS",2-5 years,Online_search,,,,,0,1,0,0,0
366,529,PGDM BDA Section B,Man,Maharashtra,Nanded,23,184.0,B-Tech,Math,White,0.0,,Read current affairs,Friends/Family;,goodLearningOpportunity,"NMIMS, SPJain, GreatLakes",,0 years,Friends/Family,,,,,0,0,0,0,1
367,531,PGDM BIFS,Woman,Haryana,Faridabad,21,155.0,Graduation,Economics,Black,0.0,,Dancing,Online search;,self growth,"IMT Ghaziabad , IMI Delhi ,Ximb","XIMB, Great Lakes ",0 years,Online_search,,,,,0,1,0,0,0
368,533,PGDM BIFS,Woman,Kerala,Shoranur,27,164.0,CA,Finance,Blue,1.0,Professional Services,"Reading, Drawing",Social media;Online search;,Overall-development,"Tapmi, IMI, Great lakes",MDI Murshidabad,1-2 years,Social media,Online_search,,,,1,1,0,0,0
369,535,PGDM BDA Section C,Woman,Haryana,Panchkula,24,157.0,Bachelors,English,Lavender,0.0,,Writing,Online search;,Transformation,"IIM Kashipur, IIM Calcutta, IIM Bangalore","NIA, Great Lakes, IMI",0 years,Online_search,,,,,0,1,0,0,0
370,536,PGDM BDA Section C,Man,Rajasthan,Bundi,22,5.8,B.Tech,DBMS,Blue,0.0,Fresher,Watching Anime,Friends/Family;,To become the best version I can become in this time period,I don't know,Fore,0 years,Friends/Family,,,,,0,0,0,0,1
371,537,PGDM BDA Section C,Man,Delhi,North East Delhi,23,181.0,B.com H,Operations,Black,1.5,IT sector,Bike ride,Friends/Family;,Success,"Great lakes, IMI, Fore",,1-2 years,Friends/Family,,,,,0,0,0,0,1
372,541,PGDM BDA Section C,Man,Maharashtra,Mumbai,22,175.0,Btech,Mathematics,Blue,0.0,,Singing,Online search;Advertisement;Social media;,Networking,"SJPIMR, MDI GURGAON, IIM BANGALORE ","IIM Jammu, IIM SIRMAUR, IIM BODH GAYA",0 years,Online_search,Advertisement,Social media,,,1,1,1,0,0
373,545,PGDM BDA Section B,Man,Delhi,Delhi,23,175.0,Graduation Degree,Python,Black,2.0,IT/ITes,Fitness,Friends/Family;Social media;,placments,"great lakes chennai, Kj somaiya , fore",2,1-2 years,Friends/Family,Social media,,,,1,0,0,0,1
374,546,PGDM BDA Section C,Man,Uttar Pradesh,Noida,21,183.0,BCA,Math,Black,0.0,,Surfing Web,Friends/Family;,Growth,"Tapmi, IMI, Great Lakes",NMIMS,0 years,Friends/Family,,,,,0,0,0,0,1
375,549,PGDM BDA Section B,Man,Maharashtra,Parli vaijnath,25,176.0,B.Tech,Heat Transfer,Red,2.6666666666666665,Manufacturing,Swimming,Friends/Family;Advertisement;,"At GIM, I seek academic excellence, skill development, industry exposure, networking, holistic growth, and career guidance for professional success.",IIm Banglore,"Great lakes chennai , IMI Kolkata",2-5 years,Friends/Family,Advertisement,,,,0,0,1,0,1
376,551,PGDM BIFS,Woman,Uttar Pradesh,Ghaziabad,24,164.0,B.Com (Hons),Economics,Black,2.9,Consultancy - Audit Assurance,Cycling,Online search;Social media;,Growth,"TAPMI, IMI, FORE","FORE, TAPMI, Great Lakes",2-5 years,Online_search,Social media,,,,1,1,0,0,0
377,555,PGDM BIFS,Woman,Kerala,Kannur,21,163.0,Under graduation,Mathematics,Blue,0.0,,Reading,Friends/Family;,Upskilling,"FMS, NMIMS, IIM C","GREAT LAKES , IFMR",0 years,Friends/Family,,,,,0,0,0,0,1
378,558,PGDM BDA Section B,Man,Goa,Vasco,25,178.0,BE,Thermodynamics,Light blue,1.4166666666666667,Cipla Ltd & Schiffer and Menezes india,Running,Friends/Family;Social media;,Will improve overall personality,"IIM Kashipur, IIM Ranchi, FORE ",FORE only,1-2 years,Friends/Family,Social media,,,,1,0,0,0,1
379,560,PGDM BDA Section C,Man,Chattisgarh,Bilaspur,21,166.0,BA (Hons.),Economics,Green,0.0,,Working out,Social media;,Challenging,"TAPMI, IMI , Fore",,0 years,Social media,,,,,1,0,0,0,0
380,562,PGDM BDA Section C,Man,TamilNadu,Kumbakonam,24,176.0,B.E,Science,Black,2.0,IT,Cooking,Online search;,To become a good Data Analyst,"IMT, IMI, TAPMI",,1-2 years,Online_search,,,,,0,1,0,0,0
381,565,PGDM BDA Section C,Woman,Uttar Pradesh,Farrukhabad,23,162.0,B.E.,ENGLISH,Purple,3.0,Private service,Reading,Friends/Family;,Success,"FORE, IMT, IMI",FORE IMI IRMA,2-5 years,Friends/Family,,,,,0,0,0,0,1
382,566,PGDM BDA Section C,Woman,Tamil Nadu,Chennai,21,160.0,B.Tech,Mathematics,Black,0.0,,Gym,Social media;Online search;Advertisement;,Network,"IIM Calcutta, IIM Bangalore, NMIMS Mumbai",NMIMS Mumbai,0 years,Social media,Online_search,Advertisement,,,1,1,1,0,0
383,567,PGDM BDA Section B,Woman,Madhya Pradesh,Indore,21,21.0,Graduation (B.com),Accounting & Finance,Black,0.0,,Playing Sports,Friends/Family;,Growth,"IIFT, MDI, IIM B",,0 years,Friends/Family,,,,,0,0,0,0,1
384,569,PGDM BDA Section C,Man,Odisha,Bhubaneswar,24,177.0,Btech,Iot,Blue,1.3333333333333333,Ml and AI,Reading book,Social media;,Success,Imi tapmi fore,,1-2 years,Social media,,,,,1,0,0,0,0
385,570,PGDM BDA Section C,Man,Delhi,New Delhi,26,177.0,B.Sc Hons,Mathematics,Blue,0.0,,Reading,Friends/Family;,Rigour,"IIM Kashipur, Fore, SCIT",SCIT,0 years,Friends/Family,,,,,0,0,0,0,1
386,571,PGDM BDA Section C,Man,Chhattisgarh,Bilaspur,23,175.0,B. Tech,Mathematics,Blue,1.5,IT,Football,Online search;,Growth,"SCHMHRD, FORE, NMIMS Mumbai",,1-2 years,Online_search,,,,,0,1,0,0,0
387,572,PGDM BDA Section C,Man,Uttarakhand,Haldwani,24,185.0,B.Tech,Maths,Green,0.0,Fresher,Music,Online search;,Growth,"TAPMI, IMI-New Delhi, XIMB","IMI-New Delhi, XIMB-HRM, SIBM Banglore",0 years,Online_search,,,,,0,1,0,0,0
388,576,PGDM BDA Section C,Man,Uttar Pradesh,Varanasi,25,5.8,Bachelor Of Technology,Data Base Management System,Blue,2.0,Information Technology,Reading Books,Friends/Family;,Growth,"IIM Bangalore, IIM Kashipur, IIT Bombay","FORE School, IIT Dhanbad, Great Lakes",1-2 years,Friends/Family,,,,,0,0,0,0,1
389,577,PGDM FT Section D,Man,MP,Indore,21,5.5,Graduation,Accounts,Black,0.0,,Cricket,Social media;Advertisement;,Great,"Tapmi , IMI , IMT","Tapmi , IMI",0 years,Social media,Advertisement,,,,1,0,1,0,0
390,578,PGDM FT Section D,Woman,Goa,Merces,24,150.0,MSc in Mathematics,Mathematics,Black,0.0,,"Travelling, Binge watching",Friends/Family;,High,"TAPMI, SP JAIN, NMIMS",,0 years,Friends/Family,,,,,0,0,0,0,1
391,580,PGDM FT Section D,Man,Maharashtra,Nagpur,24,6.0,B.E,Economics,Blue,6.0,IT,Gymming,Online search;,Hopeful,"Fore,Imt,xibm","Imt,fore",5-7 years,Online_search,,,,,0,1,0,0,0
392,583,PGDM FT Section D,Woman,Maharashtra,Mumbai,29,165.0,Bachelor of Dental Surgery,Strategy,Red,2.0,Pharmaceuticals,Watching Podcasts,Online search;,LEARNING,"Great Lakes, IMI Delhi, TAPMI",,1-2 years,Online_search,,,,,0,1,0,0,0
393,590,PGDM FT Section D,Woman,Maharashtra,Pune,21,142.24,Graduation,Supply chain,Black,0.0,,Painting,Online search;,Growth,"TAPMI, Baby IIMs",TAPMI,0 years,Online_search,,,,,0,1,0,0,0
394,591,PGDM FT Section D,Man,West Bengal,Kolkata,24,152.0,Graduate,Marketing,Black,1.0,Entertainment,Filmmaking,Social media;Advertisement;,Learning,"GLIM, TAPMI, IIMV",GIM,1-2 years,Social media,Advertisement,,,,1,0,1,0,0
395,593,PGDM FT Section E,Man,Andhra Pradesh,Visakhapatnam,21,175.0,Graduate,Finance,No favorite color,0.0,,Traveling,Social media;,Placement,"Tapmi, IMI Delhi, Fore","Kj somaiya, fore, nmims Navi Mumbai campus",0 years,Social media,,,,,1,0,0,0,0
396,596,PGDM FT Section E,Man,Rajasthan,Jaipur,25,6.0,Graduation,Geopolitics,Blue,2.0,IT,Reading,Friends/Family;,Happy,"IMT, IMI, FORE",,1-2 years,Friends/Family,,,,,0,0,0,0,1
397,598,PGDM FT Section E,Woman,Odisha,Bhubaneswar,22,164.0,Bsc Economics,Economics,Pink,0.0,,Writing poetry,Friends/Family;,Growth,"Tapmi, IMI Delhi, K J Somaiya",Tapmi Core and HR Program,0 years,Friends/Family,,,,,0,0,0,0,1
398,599,PGDM FT Section E,Man,Telangana,Hyderabad,21,183.0,Undergraduate Bcom,Accounts,Red,0.0,,Adventure sports,Online search;,Improve,"Tapmi, nia, great lakes ","Tapmi, great lakes ",0 years,Online_search,,,,,0,1,0,0,0
399,600,PGDM FT Section E,Woman,Odisha,Bhubaneswar,27,5.3,B.Sc,Marketing,Blue,5.5,Marketing and Advertising,Cooking,Friends/Family;,Skill upgradation,"S.P Jain, Symbiosis, IIM",,5-7 years,Friends/Family,,,,,0,0,0,0,1
400,606,PGDM FT Section E,Man,Maharashtra,Thane,24,167.0,Bachelor's in Business Administration (BBA),Marketing,Blue,2.5,Oil and Gas,Trying new food dishes,Social media;,Learning,"IMT Gaziabad, IMI Delhi, Baby IIMs","TAPMI, Welingkar, Great Lakes",2-5 years,Social media,,,,,1,0,0,0,0
401,611,PGDM FT Section E,Woman,Punjab,Ludhiana,23,162.56,B.E,Maths,Orange,1.5,Software development,Zumba,Online search;,Development,"IMI Delhi, IMT, Tapmi",,1-2 years,Online_search,,,,,0,1,0,0,0
402,619,PGDM FT Section E,Man,Madhya Pradesh,Indore,24,165.0,PG Diploma,Corporate Finance,Orange,1.0,Food Processing,Trekking,Friends/Family;Social media;Online search;,Learn,"Tapmi, GLIM, IMI",,1-2 years,Friends/Family,Social media,Online_search,,,1,1,0,0,1
403,621,PGDM FT Section E,Man,Maharashtra,Mumbai,22,177.0,Bachelor of Management Studies,Quantitative Aptitude,Red,0.0,,Chess,Social media;,Management,"IMI, TAPMI, Great Lakes ","K.J Somaiya, FORE School of Management ",0 years,Social media,,,,,1,0,0,0,0
404,624,PGDM FT Section E,Man,West Bengal,Kolkata,25,174.0,Bachelors,Accounts,Black,4.0,IT,Polaroid Photography,Friends/Family;,Networking,"Tapmi, IMT Gaziabad, Great Lakes","IMI Delhi, IIM Kashipur",2-5 years,Friends/Family,,,,,0,0,0,0,1
405,628,PGDM FT Section D,Man,West Bengal,Howrah,21,171.0,Undergraduation,Commerce,Black,0.0,,Listening to music,Friends/Family;,Experience,"IMT G, IMI D, GLIM C","IMT, KJ Somaiya",0 years,Friends/Family,,,,,0,0,0,0,1
406,630,PGDM HCM,Man,Maharashtra,Sangli,24,173.0,MBBS,Biology,Blue,0.0,,Travelling,Online search;,Vision,Iim Jammu ; welingkar ; kj somaiya,,0 years,Online_search,,,,,0,1,0,0,0
407,637,PGDM HCM,Woman,Kerala,Kollam,26,165.0,Post graduation (Doctor of Pharmacy),Research,Green,0.0,,Driving,Friends/Family;Social media;,Level up!,"TISS, IIM Jammu, IIM Bodhgaya","SIHS, KJS",0 years,Friends/Family,Social media,,,,1,0,0,0,1
408,640,PGDM HCM,Woman,Delhi,New delhi,25,168.0,Graduate,English,Pink,0.5,Dentistry,Singing,Online search;,Confidence,"IIM jammu, IIM BG, kjsomaiya",IMI,1-2 years,Online_search,,,,,0,1,0,0,0
409,652,PGDM HCM,Woman,Uttar Pradesh,Meerut,22,165.1,B.A (Hons) Psychology,Human Resources,Lavender,0.0,,Painting,Friends/Family;,Growth,"IMI D, IIM Jammu, IIM Bodhgaya",FORE,0 years,Friends/Family,,,,,0,0,0,0,1
410,658,PGDM HCM,Woman,Maharashtra,Navi Mumbai,25,161.0,Bachelor's in Dental Surgery,Biology,Green,1.5,Healthcare,Reading,Online search;,Growth,"IIM Jammu, IIM BODHGAYA,KJ SOMAIYA",,1-2 years,Online_search,,,,,0,1,0,0,0
411,661,PGDM FT Section D,Man,Maharashtra,Pune,26,166.0,Mechanical engineering,Operations and supply chain,Orange,1.2,Data analytics,Playing chess,Friends/Family;Online search;,To become more knowledgeable and get practical knowledge,"TAPMI, IMI Delhi,IMT Ghaziabad",,1-2 years,Friends/Family,Online_search,,,,0,1,0,0,1
412,664,PGDM FT Section A,Man,Maharashtra,Mumbai,27,5.11,BE,Brand Marketing and Case Studies,Black,6.0,"Education, Publication and Expert Network ","Swimming, Cooking ",Friends/Family;Online search;,To be a good manager,"TAPMI, SP Jain, MICA","MICA, NMIMS Banglore",5-7 years,Friends/Family,Online_search,,,,0,1,0,0,1
413,668,PGDM FT Section A,Man,Gujarat,Surat,20,178.0,BBA (PGDM Pursuing),Maths/Stats,Blue,0.0,,Table Tennis,Friends/Family;,Network,"IIMU, IMTG, TAPMI","IMT, NMIMS",0 years,Friends/Family,,,,,0,0,0,0,1
414,673,PGDM FT Section A,Man,Delhi,Delhi,21,181.0,BBA,Marketing,Blue,0.0,,Listening to music,Social media;,Learning,Imi imt glim,,0 years,Social media,,,,,1,0,0,0,0
415,675,PGDM FT Section A,Man,Goa,Margao,24,170.0,BBA,Marketing & Finance,Red,2.0,Clothing,"Football, Movies",Friends/Family;Social media;Online search;,Success,"Tapmi, Welingkar, Great lakes ",,1-2 years,Friends/Family,Social media,Online_search,,,1,1,0,0,1
416,678,PGDM FT Section A,Man,Maharashtra,Jalgaon,22,167.0,Graduate,Communication,Black,0.0,Advertisement,Writing Poetry,Online search;,Networking,TAPMI,"GLIM, TAPMI, XIMB",0 years,Online_search,,,,,0,1,0,0,0
417,682,PGDM FT Section A,Man,Maharashtra,Nagpur,25,182.0,Bachelor of Engineering,Chemistry,Orange,2.25,Tata consultancy services,Quizzing,Friends/Family;,Growth,"IMI ,TAPMI,IRMA",,2-5 years,Friends/Family,,,,,0,0,0,0,1
418,683,PGDM FT Section A,Man,Punjab,Zirakpur,20,176.0,Under graduate,Mathematics,Black,0.0,,Playing cricket,Cat coaching institute;,Growth,Tapmi IMI Fore,"Imt Ghaziabad, welingker, kj somaiya",0 years,Coaching,,,,,0,0,0,1,0
419,684,PGDM FT Section A,Woman,Uttar Pradesh,Lucknow,24,160.0,B. Tech,DBMS,Red,1.5,FinTech,Gardening,Friends/Family;,Learning,"SPJIMR, TAPMI, IMI",Waitlisted at VGSoM,1-2 years,Friends/Family,,,,,0,0,0,0,1
420,686,PGDM FT Section A,Man,Rajasthan,Jaipur,21,190.0,B.Voc,Accountancy,Black,1.1666666666666667,Content Writing,Badminton,Online search;,Betterment,"IMI DELHI, GLIM CHENNAI, TAPMI MANIPAL","IMI DELHI, GLIM CHENNAI, TAPMI MANIPAL",1-2 years,Online_search,,,,,0,1,0,0,0
421,689,PGDM FT Section A,Woman,West Bengal,Haldia,25,152.0,B.Tech,"Accounts, Economics ",Pink,2.0,,Dancing,Social media;,Transformational,"TAPMI, IMI, XIMB","Tapmi, SIIB, SIOM Nashik, SIBM Pune, SDA BOCCONI ",1-2 years,Social media,,,,,1,0,0,0,0
422,694,PGDM FT Section A,Man,West Bengal,Kolkata,23,165.0,Graduate,Advertising and Marketing,Black,2.0,Manufacturing,Singing,Friends/Family;Online search;,GROWTH,"Tapmi, IMI Delhi, IMT Ghaziabad","Tapmi, IMI Delhi, IIM Bodh Gaya",1-2 years,Friends/Family,Online_search,,,,0,1,0,0,1
423,695,PGDM FT Section A,Man,West Bengal,Howrah,24,175.0,B. Tech,Physics,All shades,0.9166666666666666,Engineering,Watching Anime,Friends/Family;Online search;Social media;,Life changing,"1. Tapmi, 2. IIM bodh gaya, 3. IIM sirmaur",,1-2 years,Friends/Family,Online_search,Social media,,,1,1,0,0,1
424,697,PGDM FT Section A,Man,JHARKHAND,JAMSHEDPUR,21,5.11,B.COM(HON),ECONOMICS,NAVY BLUE,0.0,,PLAYING CRICKET,Online search;,SELF-DEVELOPMENT,"IMI, GLIM C, IMT",,0 years,Online_search,,,,,0,1,0,0,0
425,699,PGDM BDA Section A,Man,Uttar pradesh,Lucknow,25,181.0,B.Tach,DBMS,black,1.5,Data engeneering,listening to music,Social media;,professional and personal development,"IMTg, NIBM, MICA","GLIM,upes ",1-2 years,Social media,,,,,1,0,0,0,0
426,700,PGDM BDA Section A,Man,West Bengal,Kolkata,28,174.0,Bcom,Stocks,Green,1.0,,Swimming,Online search;,Placement,"Sibm bangalore, nmims, tapmi","Sibm pune, sibm bangalore",1-2 years,Online_search,,,,,0,1,0,0,0
427,701,PGDM BDA Section A,Man,Jharkhand,Jamshedpur,25,173.0,Bachelors in Technology (B.Tech),Programming,Black,2.75,Consulting,Competitive Coding,Social media;,Bag a good placement.,"IIM Bangalore, kashipur, sp jain","Kashipur, IIM bodh Gaya, Sambalpur ",2-5 years,Social media,,,,,1,0,0,0,0
428,708,PGDM BDA Section A,Man,Maharashtra,Pune,25,172.0,Bachelor of engineering,Maths,Red,2.25,"Supply chain, IT",Badminton,Social media;,Placement,"IIM C pgdba, IIM B PGPA, Scmhrd BA","BITS Pilani, SIDTM",2-5 years,Social media,,,,,1,0,0,0,0
429,713,PGDM BDA Section A,Man,Uttar Pradesh,Azamgarh,25,5.8,B.tech,English,Light Green,1.9166666666666667,Textile,Badminton,Friends/Family;,Growth,IISc Bangalore  IIM Kashipur NMIMS BDA,NMIMS-BDA,1-2 years,Friends/Family,,,,,0,0,0,0,1
430,716,PGDM BDA Section A,Man,Telangana,Hyderabad,21,177.0,BE ECE Engineering,Maths,Yellow,0.0,,Playing badminton,Social media;Advertisement;,Upskill,"IMI delhi, IMT ghaziabad, Tapmi","IMT ghaziabad, IMI bhubaneswar",0 years,Social media,Advertisement,,,,1,0,1,0,0
431,718,PGDM BDA Section A,Man,Goa,Saligao,25,175.0,BE in Mechanical,Mathematics,Blue,2.0,Manufacturing,Hiking,Friends/Family;,Knowledge,"Tampi, Great lakes, Fore",,1-2 years,Friends/Family,,,,,0,0,0,0,1
432,722,PGDM BDA Section A,Man,Uttarakhand,Kashipur,23,178.0,Bachelors,History,Multi,1.5,Manufacturing,Formula 1,Social media;Advertisement;Online search;,Infinite,Baby IIMs,"Fore, IMT",1-2 years,Social media,Advertisement,Online_search,,,1,1,1,0,0
433,736,PGDM FT Section B,Man,GUJARAT,RAJKOT,23,170.0,BBA,FINANCE,BLUE,2.0,FINANCIAL MARKETS (EQUITY AND MUTUAL FUNDS),PLAYING CRICKET,Online search;,Learning,"TAPMI, GREAT LAKES , MDI","SIBM NAGPUR , IIM ROHTAK , WELLINGKAR",1-2 years,Online_search,,,,,0,1,0,0,0
434,738,PGDM FT Section B,Man,Maharashtra,Jalgaon,24,173.0,Graduate,Economics,Blue,2.6666666666666665,Manufacturing,Cricket,Online search;Elites Grid;,Management,IMT IMI TAPMI,IMI IMT XIMB,2-5 years,Online_search,Coaching,,,,0,1,0,1,0
435,746,PGDM FT Section B,Man,Punjab,Patiala,21,66.0,B.com,Financial management,White,0.0,,Chess,Friends/Family;,Optimistic,TAPMI Great Lakes chennai Narsee Monjee Mumbai,PGDM Core,0 years,Friends/Family,,,,,0,0,0,0,1
436,749,PGDM FT Section B,Woman,Uttar Pradesh,Lucknow,26,161.0,Bachelor's of Design,English,Blue,3.1666666666666665,Design and branding,Painting,Friends/Family;Advertisement;,Hardwork,"MDI, IMT, IMI",,2-5 years,Friends/Family,Advertisement,,,,0,0,1,0,1
437,750,PGDM FT Section B,Woman,Delhi,South Delhi,26,160.0,Bachelors degree,Psychology,Teal,0.0,,Singing,Friends/Family;,Preparedness,"IMI, IIMs",,0 years,Friends/Family,,,,,0,0,0,0,1
